id,filename,message,pitch,wpm,noise_power,amplitude
3239.opus,3239.opus,Г34Ч9Г0Л,1955,31,40,81
3240.opus,3240.opus,О5УБЦДНЖ,524,34,89,70
3241.opus,3241.opus,ЬЕЧПЙ#ШК3Л,1537,33,62,48
3242.opus,3242.opus,ЬШ386ЦН,1620,34,17,82
3243.opus,3243.opus,592ФЭ22,1847,30,23,60
3244.opus,3244.opus,УЪ3ЯШ3Ю0М,1148,33,17,54
3245.opus,3245.opus,ЙВВЪЖЮ ПЦ,2042,34,14,74
3246.opus,3246.opus,ЦЧРКЮХТЭТЬ,1047,31,19,34
3247.opus,3247.opus,ДГЪЮЧ41ШЧ,1221,31,61,52
3248.opus,3248.opus,#6ВШБ8Я1А,914,34,40,79
3249.opus,3249.opus,ЧЖАЛЗЪР,1627,31,16,61
3250.opus,3250.opus,Б035ГМН,729,33,84,58
3251.opus,3251.opus,ЛВОГУКИИ,1789,31,19,74
3252.opus,3252.opus,У ЖГ4ХЬИБ,1716,30,75,31
3253.opus,3253.opus,СШОЧЬЬС,665,30,40,50
3254.opus,3254.opus,0УИЖСОВ32,1401,30,83,60
3255.opus,3255.opus,АМОТОАМ1,1774,31,47,115
3256.opus,3256.opus,ЩЖ3ЩНКФГ,933,33,39,54
3257.opus,3257.opus,М2Н93СЯХ,1693,32,38,96
3258.opus,3258.opus,СЪУ5ВЩ5ЫТ,1556,33,78,55
3259.opus,3259.opus,Ы9Ъ ЕУГГЖФ,1832,33,29,106
3260.opus,3260.opus,ГН9ЫЭЩЖ5,1565,34,85,32
3261.opus,3261.opus,АСО6ЬЙЩУ,893,30,63,50
3262.opus,3262.opus,Х0И Ю61Р,1298,30,67,114
3263.opus,3263.opus,Х0064Я9Ш,1405,30,58,102
3264.opus,3264.opus,ЛЮД80ЖБЛ,1624,30,33,117
3265.opus,3265.opus,ТЯСЛ3ЗВЦ,1383,30,41,39
3266.opus,3266.opus,ХЦЪ4ЭЗЯЪ,1637,33,97,33
3267.opus,3267.opus,З0П4С3ЫЦЯЯ,1192,34,53,78
3268.opus,3268.opus,ЛЭЖЦ4ЦП,808,31,30,33
3269.opus,3269.opus,ТБП3ЙМЗЦ,540,31,21,40
3270.opus,3270.opus,КЭЪЙБЗСЗРТ,1863,30,13,46
3271.opus,3271.opus,В4Г 3#Ю9ХП,984,32,52,98
3272.opus,3272.opus,ЗЙЕЕФРЫИЛМ,684,31,24,35
3273.opus,3273.opus,МККЦЯЬМЛВ,625,33,41,89
3274.opus,3274.opus,38423480Ы,1709,31,58,62
3275.opus,3275.opus,36А7 6ТТ,1305,33,72,40
3276.opus,3276.opus,ТМ1ХЙИЦВУ,1973,34,22,103
3277.opus,3277.opus,ТЮ22О7ХУ,1169,30,21,97
3278.opus,3278.opus,1ОА19Я5К,1705,31,81,78
3279.opus,3279.opus,ВЕЖЛ Л7,782,34,32,67
3280.opus,3280.opus,ЬИЖ91ЛЗА,1344,31,29,110
3281.opus,3281.opus,Ж 2ФИТИ4АМ,884,31,94,84
3282.opus,3282.opus,ЩГФЫЕ4А,928,33,31,43
3283.opus,3283.opus,ЖБ3НЪ06,1652,34,17,43
3284.opus,3284.opus,ХФД# ГБПЬ,1776,31,88,112
3285.opus,3285.opus,ЗБЙ9ЛПИ,1642,33,25,114
3286.opus,3286.opus,64СЩ2С3НЩ,1070,32,18,114
3287.opus,3287.opus,ЪРУБЗЪКУ8,1034,31,77,107
3288.opus,3288.opus,ИЙ42ЦЯЙЗ,1257,33,15,57
3289.opus,3289.opus,УМЫЯБ Ж,1871,32,62,81
3290.opus,3290.opus,ЫТ#Щ10Д,1517,31,80,42
3291.opus,3291.opus,П3ЛЖЛ 9,701,32,40,89
3292.opus,3292.opus,ЬИБ#АУДИ66,1717,31,85,43
3293.opus,3293.opus,ИЩХОМ 7Ъ4М,873,34,29,47
3294.opus,3294.opus,ЮИРЪ0М 9ЬЦ,605,32,44,97
3295.opus,3295.opus,ФТ#326У1,830,33,56,107
3296.opus,3296.opus,Й8РЗХОП#5П,743,34,38,83
3297.opus,3297.opus,П8ЙУЭЭФЩ0Ю,1410,31,47,35
3298.opus,3298.opus,5Б8#БЛЦЫ,717,30,40,34
3299.opus,3299.opus,Д ЩИ5Ж4Ъ,1853,31,42,50
3300.opus,3300.opus,ЛЪ8В4СЪ,1489,33,93,99
3301.opus,3301.opus,2У#ИГВИ,534,33,51,103
3302.opus,3302.opus,ЩСМ80Х#5Ф6,938,31,16,115
3303.opus,3303.opus,НУАЙУ07КОЪ,1957,30,79,38
3304.opus,3304.opus,#РГЪ5ЬЫ,821,31,55,93
3305.opus,3305.opus,РШШ У7Я,558,34,31,92
3306.opus,3306.opus,82Е1ХЪ3,966,33,45,32
3307.opus,3307.opus,ЙЙСД#ДД,1510,30,64,106
3308.opus,3308.opus,9 ГК3ИЗТЧ,828,30,54,49
3309.opus,3309.opus,ЕУ90ВЪОМ,1713,33,27,101
3310.opus,3310.opus,БЗЫ5 ЮЦЛ,960,33,10,43
3311.opus,3311.opus,ЦФ66ЖНШЬ,985,34,64,87
3312.opus,3312.opus,НХЖ6ШЛ9Ц,1401,30,73,105
3313.opus,3313.opus, 5Е3Д0А,926,33,24,51
3314.opus,3314.opus,ЕЪ6ЦШ1Т,1930,33,38,114
3315.opus,3315.opus,О 2ЦЛ1ШПМВ,900,34,62,59
3316.opus,3316.opus,7Ю2#КР3,914,30,13,103
3317.opus,3317.opus,РО МЩЙХШ3Р,1095,34,12,52
3318.opus,3318.opus,ЬЖВ8Л2ЦИУ,1709,34,30,38
3319.opus,3319.opus,РЖОТЖ4Ъ,1376,34,41,63
3320.opus,3320.opus,ЕШЩДЪ #,1215,32,37,50
3321.opus,3321.opus,0ОЧО ЙО0,929,32,35,64
3322.opus,3322.opus,#5ФУ50ФВ7,884,30,73,46
3323.opus,3323.opus,ЧСФМ5Я#ПТТ,1448,30,71,92
3324.opus,3324.opus,34БД3ЫО,1004,33,87,31
3325.opus,3325.opus,98Э9БДОКЮЦ,1374,30,80,71
3326.opus,3326.opus,ПРЕ2Ч0ГХЮ,1532,30,40,40
3327.opus,3327.opus,3З2ЛЖЮК,623,30,47,59
3328.opus,3328.opus,КОЮ94ГО,1980,34,83,103
3329.opus,3329.opus,11ЦЧПЬЫ9,677,33,91,90
3330.opus,3330.opus,Б ЙИГ0У,1415,34,50,43
3331.opus,3331.opus,3Г6ЫР#ЮЕ,783,32,21,80
3332.opus,3332.opus,125ЬЗ2ЕЮЗ,953,30,17,45
3333.opus,3333.opus,ФП6ДПЫ51Я,1611,30,84,41
3334.opus,3334.opus,7ЯН6А6Ъ0,1448,30,21,84
3335.opus,3335.opus,Ч1КПЪЦДЯЬ#,565,34,67,44
3336.opus,3336.opus,ГХЩ ЯЩ8Х,1644,30,12,107
3337.opus,3337.opus,Н9Я6ЧНК,1215,31,76,116
3338.opus,3338.opus,7ДЙВ37Т,799,31,59,78
3339.opus,3339.opus,Д АЯСЫНПС,1991,33,35,100
3340.opus,3340.opus,Ц2АТС01,1381,30,32,58
3341.opus,3341.opus,ЛЮ9ШЙ99Л,1195,33,52,39
3342.opus,3342.opus,ЙГЭСКМ48Р,1782,33,76,93
3343.opus,3343.opus,ЮБЕЕБНРЙТ,1758,32,69,112
3344.opus,3344.opus,1ХЖЪБА3Ф,967,30,80,90
3345.opus,3345.opus,2 П3ЯВ2,1897,34,13,86
3346.opus,3346.opus,Н0РЫФ1ЩТ,1232,32,22,97
3347.opus,3347.opus,В2НА#0С3Ж,1291,33,49,56
3348.opus,3348.opus,КЭ5Ы4Ы4,1694,34,54,87
3349.opus,3349.opus,У#168ЙЧ,1519,33,16,46
3350.opus,3350.opus,УБГПСЕЦЬКЧ,1396,30,57,105
3351.opus,3351.opus,ЛППЯЯ2У  О,1955,33,49,62
3352.opus,3352.opus,Ж6БЯЬБ32,853,34,40,87
3353.opus,3353.opus,ЫЬЗЪЫЯТЖШС,1006,34,62,111
3354.opus,3354.opus,22ФЗ0Ю7,862,30,49,60
3355.opus,3355.opus,Ъ 5ОЦЖ ХЫ,1909,31,64,51
3356.opus,3356.opus,ЩИБУ ЪРЗХИ,848,30,45,87
3357.opus,3357.opus,ЗЖДДЩЧЭ,1102,32,66,94
3358.opus,3358.opus,ПГ1ИЪЙ4А,727,34,29,97
3359.opus,3359.opus,Т2БЮ3ЮОЯЮЫ,594,33,71,66
3360.opus,3360.opus,ЮДЯ21ЕШЛ,1097,33,30,90
3361.opus,3361.opus,3Ц1ЭЗН4УЩД,640,32,16,113
3362.opus,3362.opus,Е ВВ5ЖХЮ4Ш,985,34,44,34
3363.opus,3363.opus,ТЭ2 ЕЮФВСЯ,1550,34,13,86
3364.opus,3364.opus,С7ЫУ9И6Ц,2027,30,24,101
3365.opus,3365.opus,НРЕЖМЗЙ6ЙС,1043,34,68,43
3366.opus,3366.opus,ЦФ065ЦЖВ3Н,800,32,44,87
3367.opus,3367.opus,7Ъ4ИОЬ0Э1Ж,969,33,10,60
3368.opus,3368.opus,ТСУ40КЧР,555,33,80,86
3369.opus,3369.opus,1  6ВЦП9,1338,32,90,96
3370.opus,3370.opus,Д#ДП9ПЦ8Л6,1374,30,55,37
3371.opus,3371.opus,Ю6ГЧЕУЪ2Ф,907,34,27,72
3372.opus,3372.opus,89УУ0ЫФД В,1850,34,49,60
3373.opus,3373.opus,УДОГЮЦН79В,1088,31,72,98
3374.opus,3374.opus,3 2ИСШР7ИС,829,34,44,36
3375.opus,3375.opus,ЖЮЪ19ЭУ34,1870,30,21,118
3376.opus,3376.opus,Й2У31АЦ,841,33,71,34
3377.opus,3377.opus,УЗЗ 7Л 98А,539,32,19,55
3378.opus,3378.opus,ИФРДРЩ00Ш1,1895,30,78,36
3379.opus,3379.opus,Г МПУ82ЦРЪ,851,32,79,31
3380.opus,3380.opus,Х НДИЭЩБЖ,947,30,50,49
3381.opus,3381.opus,ПБЪ#2Щ3,1800,31,12,37
3382.opus,3382.opus,ХХВЦУ Ю1 Э,1906,31,96,51
3383.opus,3383.opus,Ь88  ВБЫ,906,33,87,95
3384.opus,3384.opus,ТРИ6Э2 ЗУ,1208,34,10,73
3385.opus,3385.opus,БЫ5ЖБ Т ЯО,929,31,73,92
3386.opus,3386.opus,ЭЮЬ4 ЦЙ50Л,1193,31,67,90
3387.opus,3387.opus,Н6А7К5ХДТ,745,32,91,107
3388.opus,3388.opus,Ж#БФ89 ЭД,756,30,56,58
3389.opus,3389.opus,Е1УМ6АНХ1У,894,34,58,32
3390.opus,3390.opus,ЬЮЩЭАГЕЭ,1231,34,33,117
3391.opus,3391.opus,РТ59ЭЬ0Б,1511,32,73,109
3392.opus,3392.opus,СЦЯФЕ6Л,1884,32,75,50
3393.opus,3393.opus,ЦРЮЮСВШД,791,33,89,74
3394.opus,3394.opus,Ъ 3ЯЕММЪЬ,1293,33,66,90
3395.opus,3395.opus,9АХРЮЛ37Ц2,524,34,42,116
3396.opus,3396.opus,ЩЯМВ0ИЦЗ0,1265,33,43,79
3397.opus,3397.opus,ЪМЭ05МЪЧГ,1685,32,12,112
3398.opus,3398.opus,БЫНЧЩ5Ь6ЙЕ,971,30,57,82
3399.opus,3399.opus,ФЪЦЮЛЙА,734,32,51,63
3400.opus,3400.opus,КРЭЦШШЛАВЛ,1216,32,94,106
3401.opus,3401.opus,8НТ5Э2 24У,849,31,79,53
3402.opus,3402.opus,ЕЙ2 6ЕД5ЩФ,1616,30,16,55
3403.opus,3403.opus,Ь3Ц6ЬХДЧ,772,31,51,92
3404.opus,3404.opus,9ЮСЕО8Н,1058,33,46,58
3405.opus,3405.opus,ЩАТЩНГС4,1907,30,98,78
3406.opus,3406.opus,9ФМШДЫЫЮП,1524,34,90,46
3407.opus,3407.opus,Ц8КБ2СЧХ#Ы,1758,31,37,59
3408.opus,3408.opus,У ЦЦБЦКФУ,603,33,27,107
3409.opus,3409.opus,7ОЙМ#55А7,1958,33,62,39
3410.opus,3410.opus,СШ44Г93,1780,33,99,88
3411.opus,3411.opus,6Ф4Й4ЫЙЖЗШ,1940,33,37,85
3412.opus,3412.opus,ФС92ЖМТЛХ,1867,31,63,43
3413.opus,3413.opus,ЖЩВЙН3Р,870,30,48,92
3414.opus,3414.opus,ХПЩШЬЕПА,571,33,79,52
3415.opus,3415.opus,ИЩЯО1Ю2,1026,34,27,50
3416.opus,3416.opus,Д6ОЙРП1Р,879,31,20,36
3417.opus,3417.opus,СЕ 9Щ8ЬЫЭГ,1646,33,55,80
3418.opus,3418.opus,3ЪЧД# Ф,729,32,14,118
3419.opus,3419.opus,СУЯТИ РА,1840,31,51,70
3420.opus,3420.opus,ХТЕЯ#ЬШ,1252,30,69,58
3421.opus,3421.opus,ЖЗКОФС1,1090,32,66,91
3422.opus,3422.opus,76Я2ЧЮД0,559,30,62,32
3423.opus,3423.opus,Я5Ъ3МЯЬТ,513,31,41,30
3424.opus,3424.opus,ИУ 72ЦЖЖО,1706,32,53,55
3425.opus,3425.opus,ЬЛФ7С0ФЖ,664,32,31,53
3426.opus,3426.opus,Л0АНТЫ#ТЩ,763,30,92,66
3427.opus,3427.opus,УЕУЛ4ПС8,1423,31,27,68
3428.opus,3428.opus,ВЭКН9ХЛМ,983,32,89,90
3429.opus,3429.opus,3#6УЭ Д,1745,32,33,50
3430.opus,3430.opus,ФНЯШ 2НВ,1031,30,30,101
3431.opus,3431.opus,ШВЪ0#1ХЯ,1663,31,99,95
3432.opus,3432.opus,КТЖ00Я Д9,1602,30,90,56
3433.opus,3433.opus,ТКЬЫ0366,1597,32,20,113
3434.opus,3434.opus,КМКЩ8Х7ТП,1341,33,41,91
3435.opus,3435.opus,1ЖЩПБРИ0 Х,1475,30,15,73
3436.opus,3436.opus,ДГП#НЦ27,1093,30,85,35
3437.opus,3437.opus,РЛАЯМ 1Ъ,1838,30,48,105
3438.opus,3438.opus,Ъ5ЪМ9ГРШ,558,31,62,73
3439.opus,3439.opus,ИРУ Ц2М,1238,33,97,97
3440.opus,3440.opus,ЕЦВЭЮ8Э9РЪ,576,34,72,84
3441.opus,3441.opus,ЮДБДАЯ93,1020,33,19,57
3442.opus,3442.opus,2 ПЖ #БЗ,1909,32,60,33
3443.opus,3443.opus,ЙЬЖПЖЫЮАХ,570,30,92,58
3444.opus,3444.opus,Ы35ЙЙЕРХ 6,696,34,37,67
3445.opus,3445.opus,Д#ЙЪЭБ9,1429,34,67,86
3446.opus,3446.opus,АС ЮП8220,1203,31,23,48
3447.opus,3447.opus,М#И3ЫГУИЫ,1039,32,60,108
3448.opus,3448.opus,ДЭД Ю#АШ,606,30,23,118
3449.opus,3449.opus,ЮП3Я2КК7ЕА,1940,34,23,45
3450.opus,3450.opus,В3ЧГЛЪССА,608,30,59,86
3451.opus,3451.opus,26Ь321ПТ,668,30,43,47
3452.opus,3452.opus,ЫЬЭУ3ЖО0,813,30,32,60
3453.opus,3453.opus,ЖРЬЖА5 ЧЬ,1844,32,13,62
3454.opus,3454.opus,ЙЪ610МЩ0,1316,34,84,55
3455.opus,3455.opus,Ц 9ВВ9Е,1803,30,94,56
3456.opus,3456.opus,Д ЧЩД0РЕЭ,583,32,23,76
3457.opus,3457.opus,Ф0ИФГ2ТЩ,1788,32,67,89
3458.opus,3458.opus,6 ЙЯ0ЫПО#,1546,34,28,83
3459.opus,3459.opus,ВЧК УНВ,1342,30,82,117
3460.opus,3460.opus,ВП0ШЪИДЫЙ,1118,30,54,41
3461.opus,3461.opus,ДЙУЮЪ#Й,1059,32,45,54
3462.opus,3462.opus,ТЯ060УОБ,588,32,82,86
3463.opus,3463.opus,ЮТ5ЙЕЫРЦ,1246,33,92,95
3464.opus,3464.opus,#ЛЛОЪМП,1060,30,65,48
3465.opus,3465.opus,Т2КЦЧКХЬ,584,31,66,34
3466.opus,3466.opus,5Р1Д8ЭЬ,1898,32,13,49
3467.opus,3467.opus,БИЫЖБ3СЪЮ,738,31,25,52
3468.opus,3468.opus,67ЭКПУБВ2Л,838,34,31,45
3469.opus,3469.opus,ИН7УЦ40З9,1204,32,34,81
3470.opus,3470.opus,ГТЩХВЧ#0Э,946,34,58,38
3471.opus,3471.opus,4ГЫУ5ЪЙ5С6,1047,32,55,30
3472.opus,3472.opus,УЬП88НО,832,32,71,80
3473.opus,3473.opus,2ЗУ33ЫУ,1284,34,25,85
3474.opus,3474.opus,7Х6ЭРЕМЫЩ,1771,30,49,115
3475.opus,3475.opus,Б28Н9ЧФК С,2031,33,22,107
3476.opus,3476.opus,ЭЦБЕ17Д1ХЕ,2048,31,52,87
3477.opus,3477.opus,Я10Ь57О,557,33,41,111
3478.opus,3478.opus,0О9СЯ48А2,976,31,46,67
3479.opus,3479.opus,ЕК4МНХВТ,856,30,60,82
3480.opus,3480.opus,3ЙИКЗБФКТ4,681,32,72,88
3481.opus,3481.opus,ЖЪ И0П2,1089,32,18,111
3482.opus,3482.opus,1ДЪ0ХМ54,2037,32,46,91
3483.opus,3483.opus,ГЬЗБДЕО,1682,30,39,33
3484.opus,3484.opus,ЮЦКЪА0Д,645,33,67,65
3485.opus,3485.opus,Я50ДМ7БЭ,1064,33,80,61
3486.opus,3486.opus,ШЙАГЗЫЩ6#Ъ,986,34,63,60
3487.opus,3487.opus,ЮЗРАК7АЩШЧ,1935,31,80,103
3488.opus,3488.opus,3ИХ775БЪ9,1314,31,88,94
3489.opus,3489.opus,ВЙЩНМ4В,615,30,38,68
3490.opus,3490.opus,Е8Е42З83В,1834,33,56,38
3491.opus,3491.opus,ЯТЖЙЛБ0,1874,31,18,113
3492.opus,3492.opus,ФФЕ4НПА,1817,34,10,58
3493.opus,3493.opus,90#ЫТ3ГЬИ,1190,34,77,84
3494.opus,3494.opus,А2ЩСД02Щ1,1322,32,98,87
3495.opus,3495.opus,2ЫУБИ29Й,997,30,46,93
3496.opus,3496.opus,8Х5ЫЧФ4,577,34,99,79
3497.opus,3497.opus,Ч5ЭД03ЗЪ,1095,31,53,118
3498.opus,3498.opus,4ЗКЫМХКЦЦЪ,708,33,23,57
3499.opus,3499.opus,ЦНЧУЯЦЫ,633,30,34,105
3500.opus,3500.opus,УМЧ6СЪЗ4ХС,1627,34,99,55
3501.opus,3501.opus,ЧЙЦКЧ941,1857,34,11,33
3502.opus,3502.opus,УЧ6ЕЩБТУКЩ,1736,33,13,70
3503.opus,3503.opus,#О9ЧЗЧП303,1829,31,47,57
3504.opus,3504.opus,ПФ8Ы8ТЭЕОБ,2040,30,59,96
3505.opus,3505.opus,0Т5ЧЛУБ981,1326,30,58,80
3506.opus,3506.opus,ФЯВЬ0Ь Я,924,31,34,38
3507.opus,3507.opus,Р97 ТП#96,967,32,20,109
3508.opus,3508.opus,МТЙЕ8ЮАП 2,528,31,20,74
3509.opus,3509.opus,Ъ НЛ ОЩ,845,30,38,70
3510.opus,3510.opus,Ж8НДШ8ЩЛВ,1146,33,73,98
3511.opus,3511.opus,КПХОИВГЫ,831,34,49,109
3512.opus,3512.opus,УКЦ3Я9Ж,1785,32,44,85
3513.opus,3513.opus,ЖНЖЙВВЧ,1929,31,60,40
3514.opus,3514.opus,65А#2СЯ,1153,34,85,85
3515.opus,3515.opus,09НЕЯВТШИ,1540,33,53,74
3516.opus,3516.opus,ВЗТМТЙ5ЩЯА,1808,32,62,87
3517.opus,3517.opus,Ц8М ЧОЩНАЫ,1049,30,88,45
3518.opus,3518.opus,13ЩХ4Ю5,1837,31,16,37
3519.opus,3519.opus,Ъ7МИЪЪВ6,1733,32,59,89
3520.opus,3520.opus,ЕЕУЮ#ЬОЬЯ,819,31,93,72
3521.opus,3521.opus,У9891А8Ц08,1026,33,62,61
3522.opus,3522.opus,6#1НПЖ#,678,33,96,67
3523.opus,3523.opus,ШЩ#АЮ3НСК,1498,31,31,108
3524.opus,3524.opus,ЦЬ#9ЛПОНБ,536,32,15,42
3525.opus,3525.opus,ЧУ0ЖКЪФ6ЭЭ,591,33,11,80
3526.opus,3526.opus,13Т18ЫЪЩ,2015,31,14,58
3527.opus,3527.opus,Й ЖБНЛТЧ,735,30,50,48
3528.opus,3528.opus,СМО8Б4ЯГ,1952,31,55,104
3529.opus,3529.opus,ЦИСИ5ЦЯ8Ч9,1023,32,30,56
3530.opus,3530.opus,ЛЪЮ3ЛЦЯЖ2Я,1764,30,22,62
3531.opus,3531.opus,НЦЛ1ВЗГ,1445,33,66,43
3532.opus,3532.opus,ДККВЗ П7,1617,31,58,94
3533.opus,3533.opus,4ЫР5ВВ9ЕРК,1258,31,89,118
3534.opus,3534.opus,9ЯЭГ 1Ж,1785,34,89,88
3535.opus,3535.opus,Р МД ООИЗ,1424,31,51,68
3536.opus,3536.opus,З0ГАСЪГР,988,30,35,78
3537.opus,3537.opus,1ФК#ЙБС9,515,32,19,110
3538.opus,3538.opus,ЖФТ0ОЫЧБ,1489,30,80,94
3539.opus,3539.opus,ТР3ЕГ8ЖЕП,606,31,68,100
3540.opus,3540.opus,ЦДЬОТЧШЦ,1064,32,25,112
3541.opus,3541.opus,З6Ч16ЕР,1938,31,66,115
3542.opus,3542.opus,УЭВЮВ4Я,881,32,26,45
3543.opus,3543.opus,Щ5ЕСФХТБ,1152,31,80,52
3544.opus,3544.opus,НЙРЙАЛ1З,1401,32,70,119
3545.opus,3545.opus,ЭЮОШ07БИ8,1290,32,47,32
3546.opus,3546.opus,Д7ВЙМ5Ж,1120,30,73,59
3547.opus,3547.opus,Ы2ДЫФПЮ48Я,1419,33,97,40
3548.opus,3548.opus,ЫВЩ7Й0Н,1359,31,27,106
3549.opus,3549.opus,Ц9Т9Щ 3,1674,34,19,76
3550.opus,3550.opus,1#1ПЯИ2ИФ,802,31,98,101
3551.opus,3551.opus,БЩ7ЦБЙФЩ0Г,837,33,91,115
3552.opus,3552.opus,ЩВФИ46Ж2ПР,909,33,87,97
3553.opus,3553.opus,ГЧЩЩТЩЧ1РЯ,1919,33,23,102
3554.opus,3554.opus,РБЦЪЗК3КЦБ,709,31,29,75
3555.opus,3555.opus,АРЧ7 ЪБА,1092,34,26,58
3556.opus,3556.opus,ВБ6ЯЫ Ф,1527,31,52,36
3557.opus,3557.opus,ЕЗРН0ПИ,1779,33,49,55
3558.opus,3558.opus,ЪЛК06ЩТЛ,2004,31,48,31
3559.opus,3559.opus,1Л6ЭМ6ЦЭ,1024,31,53,65
3560.opus,3560.opus,НЫ ЙУЖ5ЕЕЯ,1510,31,93,95
3561.opus,3561.opus,ПБЛЬМШ3,585,30,60,64
3562.opus,3562.opus,ЪС4Ж0УЙШП,1460,33,16,58
3563.opus,3563.opus,ТУЮ К8Н8Ф,1117,32,91,33
3564.opus,3564.opus,ФЮШХЩЛЮ,1941,34,56,111
3565.opus,3565.opus,ТЦЛЯД#ЦЕАЮ,1407,34,80,67
3566.opus,3566.opus,4ГЛБГЙ73УК,1822,33,21,114
3567.opus,3567.opus,4#4КК2Б#73,1394,33,11,78
3568.opus,3568.opus,Т1ОСТЗЛ3ИБ,692,31,54,103
3569.opus,3569.opus,6Ж7ЗД5Е,1067,32,39,78
3570.opus,3570.opus,2ЙЭ6УНН,1499,33,45,98
3571.opus,3571.opus,3СЪЖ27 Ю5,1789,30,38,106
3572.opus,3572.opus,Р05ММДЬШК,1000,30,57,34
3573.opus,3573.opus,Б3МЙЗЭБ,2048,33,49,68
3574.opus,3574.opus,5М938ГШДЬД,1669,33,98,42
3575.opus,3575.opus,МЪХМ8ЫЗЛ,1294,31,22,40
3576.opus,3576.opus,ЖЧ8 ПЙГ,1515,34,20,99
3577.opus,3577.opus,ЯФУИГА45УЖ,1246,34,21,40
3578.opus,3578.opus,ХЮМУШЗЦ,1054,31,11,104
3579.opus,3579.opus,ЙЫСЦЭОУ,876,34,13,110
3580.opus,3580.opus,8ЯФГЙЙ0,1824,34,99,112
3581.opus,3581.opus,ПБГ9У6Я1,1205,30,23,107
3582.opus,3582.opus,ДС0ОЗПВУЫ1,1837,33,73,52
3583.opus,3583.opus,ГОКЪТОЧШМД,532,30,73,37
3584.opus,3584.opus,ТОКПОЕЫ,1993,32,98,88
3585.opus,3585.opus,2ЭЕ83ОГИАВ,1856,31,32,95
3586.opus,3586.opus,3104Х#Ы,983,30,30,91
3587.opus,3587.opus,УЬ#УЫ8Ъ4П,1591,33,47,48
3588.opus,3588.opus,М92ЖИЕМГЩ,1195,32,49,102
3589.opus,3589.opus,ССТУГС9Э,2022,32,74,76
3590.opus,3590.opus,Ч#М5Р0Г Я,639,31,87,94
3591.opus,3591.opus,А16ЖЙ1ТЬ,762,34,61,88
3592.opus,3592.opus,2МА#ЙЛ6Х,1531,30,88,90
3593.opus,3593.opus,ЭЖЭ27ИВ0Ш,1140,33,45,61
3594.opus,3594.opus,ТОИ35УЭ,2041,31,24,46
3595.opus,3595.opus,РГНИ8ВЮ ВБ,1424,33,24,34
3596.opus,3596.opus,ДПЦ44ЦЮЗЛЪ,719,31,15,86
3597.opus,3597.opus,ЬСШЕЧКСЭ,1165,32,19,66
3598.opus,3598.opus,ИКИ1ЬНИ,847,31,39,118
3599.opus,3599.opus,5МАППБЩ,537,33,20,83
3600.opus,3600.opus,В86ВТПДЪ,578,34,56,91
3601.opus,3601.opus,#1Ш1ЬКГ,946,30,70,90
3602.opus,3602.opus,ЦЫ21ЩР О0О,994,30,13,37
3603.opus,3603.opus,ЯЮЬА#ЙХ,1826,31,84,46
3604.opus,3604.opus,П75 ШЯ5ТЫ,732,33,78,116
3605.opus,3605.opus,ЮФНШ3СН9Ч,1915,31,29,53
3606.opus,3606.opus,Я1Я2АЮИ,1052,34,13,78
3607.opus,3607.opus,ЫДЕ9О7Ж1С,766,33,47,42
3608.opus,3608.opus,Ы6АОХЖУК,1486,30,26,114
3609.opus,3609.opus,ЪД Р ВМП,992,34,22,71
3610.opus,3610.opus,Й1ЩТ2УЦ2З,1002,34,32,119
3611.opus,3611.opus,9ЬШТА84 Г,802,33,29,112
3612.opus,3612.opus,ВБЪА5ЯЮ,637,34,58,56
3613.opus,3613.opus,9ИОБЖ#ЛДЦ,838,31,20,91
3614.opus,3614.opus,ГЫХФЗТМЩ#,1162,32,82,80
3615.opus,3615.opus,Ж#УН5ЦЧ,1851,33,62,31
3616.opus,3616.opus,РДОИЛ8АЧ,1751,33,87,35
3617.opus,3617.opus,ОЙП3Ъ9Я2,1723,32,30,51
3618.opus,3618.opus,ЦЬЫА9ФЖ8Б,1789,31,69,68
3619.opus,3619.opus,7С5КПГЯ,1871,30,10,40
3620.opus,3620.opus,ВС9Й ЪД,1133,32,40,68
3621.opus,3621.opus,ЗМ#ЕГЫТ0,589,30,32,52
3622.opus,3622.opus,ИИ5ЧДХЗ,635,30,65,60
3623.opus,3623.opus,6Ш2И#1ВТ,1647,34,91,44
3624.opus,3624.opus,2Р7Ы0ДД8Я,1032,33,25,68
3625.opus,3625.opus,ЕУРХЭЛЮ,513,34,19,30
3626.opus,3626.opus,ШЛ9О#ПЦВ,1409,31,69,97
3627.opus,3627.opus,Я В1ВЩУ2ЗШ,824,34,67,77
3628.opus,3628.opus,ЯЛЖУЭЦ 3И,1312,30,91,42
3629.opus,3629.opus,СЙ282ММФ,538,31,90,87
3630.opus,3630.opus,Ж38ЦЫ2ЫХН,1549,33,96,78
3631.opus,3631.opus,ЯЭК ЧАЭ2ДЫ,646,32,67,50
3632.opus,3632.opus,ДЩЕ3ХНЙЗЛ,1830,30,49,61
3633.opus,3633.opus,81ЬТЧДЭ,1069,31,13,38
3634.opus,3634.opus,ЫЯ48ЖДВ,1661,31,46,84
3635.opus,3635.opus,0ГЖ6ЭЧА,1615,33,50,51
3636.opus,3636.opus,ЬТШЖЕПЗ1,1484,32,67,85
3637.opus,3637.opus,0РУЯГМ6РДЬ,1600,34,26,108
3638.opus,3638.opus,3Д ГШЗЭНЭ,1940,31,52,101
